date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
18:35:22	103528/103528	---M--	200	added ('OK')	application/octet-stream	date:Thu,%2024%20Apr%202025%2008:37:58%20GMT	https://www.gfsd.org/assets/icomoon/fonts/icomoon-dc8c939e2508f6d3cc9c0ba33dc12b18bd7504d731feb19614bb0f3e4f281f12.ttf	C:/Users/kanad/Downloads/mrperrydiedforthejews/Glens-Falls-City-School-District/GFSD%20Copy/www.gfsd.org/assets/icomoon/fonts/icomoon-dc8c939e2508f6d3cc9c0ba33dc12b18bd7504d731feb19614bb0f3e4f281f12.ttf	(from https://www.gfsd.org/assets/application-7ff0c818ff42ead9c37e984b608dc7b94bebe4af5a0e53d6b16db0bbbd90f6b9.css)
18:35:22	417179/417179	---MCZ	200	added ('OK')	image/svg+xml	date:Thu,%2024%20Apr%202025%2008:37:58%20GMT	https://www.gfsd.org/assets/icomoon/fonts/icomoon-97f35740111842f2b90d7bc8707be7844275a2e0ccfea7d3e1a99b7af5ce3c9e.svg	C:/Users/kanad/Downloads/mrperrydiedforthejews/Glens-Falls-City-School-District/GFSD%20Copy/www.gfsd.org/assets/icomoon/fonts/icomoon-97f35740111842f2b90d7bc8707be7844275a2e0ccfea7d3e1a99b7af5ce3c9e.svg	(from https://www.gfsd.org/assets/application-7ff0c818ff42ead9c37e984b608dc7b94bebe4af5a0e53d6b16db0bbbd90f6b9.css)
18:35:22	438/438	---MCZ	200	added ('OK')	image/svg+xml	date:Thu,%2024%20Apr%202025%2008:37:58%20GMT	https://www.gfsd.org/assets/icons/global/arrow_gray_down-44eb2e49c5d7c11234255b5e8fa31816e1d18856aec3a7438c5ec6f68a003458.svg	C:/Users/kanad/Downloads/mrperrydiedforthejews/Glens-Falls-City-School-District/GFSD%20Copy/www.gfsd.org/assets/icons/global/arrow_gray_down-44eb2e49c5d7c11234255b5e8fa31816e1d18856aec3a7438c5ec6f68a003458.svg	(from https://www.gfsd.org/assets/application-7ff0c818ff42ead9c37e984b608dc7b94bebe4af5a0e53d6b16db0bbbd90f6b9.css)
18:35:23	17623/17623	---MCZ	200	added ('OK')	image/svg+xml	date:Thu,%2024%20Apr%202025%2008:37:58%20GMT	https://www.gfsd.org/assets/icons/frontend/poweredby-7fe9cdfc8db6c2419477639e585e15f5fceee483b4a26452877dabab357cb391.svg	C:/Users/kanad/Downloads/mrperrydiedforthejews/Glens-Falls-City-School-District/GFSD%20Copy/www.gfsd.org/assets/icons/frontend/poweredby-7fe9cdfc8db6c2419477639e585e15f5fceee483b4a26452877dabab357cb391.svg	(from https://www.gfsd.org/assets/application-7ff0c818ff42ead9c37e984b608dc7b94bebe4af5a0e53d6b16db0bbbd90f6b9.css)
18:35:23	495/495	---MCZ	200	added ('OK')	image/svg+xml	date:Thu,%2024%20Apr%202025%2008:37:58%20GMT	https://www.gfsd.org/assets/static/admin/trash_white.svg	C:/Users/kanad/Downloads/mrperrydiedforthejews/Glens-Falls-City-School-District/GFSD%20Copy/www.gfsd.org/assets/static/admin/trash_white.svg	(from https://www.gfsd.org/assets/application-7ff0c818ff42ead9c37e984b608dc7b94bebe4af5a0e53d6b16db0bbbd90f6b9.css)
18:35:23	301/301	---MCZ	200	added ('OK')	image/svg+xml	date:Thu,%2024%20Apr%202025%2008:37:58%20GMT	https://www.gfsd.org/assets/icons/frontend/arrow_down_grey-9ae45ddb3bcfd7fa4d02dc256df1fae4819426fe65626836034a5846b2a3ffc3.svg	C:/Users/kanad/Downloads/mrperrydiedforthejews/Glens-Falls-City-School-District/GFSD%20Copy/www.gfsd.org/assets/icons/frontend/arrow_down_grey-9ae45ddb3bcfd7fa4d02dc256df1fae4819426fe65626836034a5846b2a3ffc3.svg	(from https://www.gfsd.org/assets/application-7ff0c818ff42ead9c37e984b608dc7b94bebe4af5a0e53d6b16db0bbbd90f6b9.css)
18:35:23	21372/21372	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%2290decfc952beda1:0%22	https://www.gfsd.org/uploaded/themes/default_24/fonts/icomoon.eot	C:/Users/kanad/Downloads/mrperrydiedforthejews/Glens-Falls-City-School-District/GFSD%20Copy/www.gfsd.org/uploaded/themes/default_24/fonts/icomoon.eot	(from https://www.gfsd.org/uploaded/themes/default_24/main.css?1733838180)
18:35:24	21372/21372	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%2290decfc952beda1:0%22	https://www.gfsd.org/uploaded/themes/default_24/fonts/icomoon.eot?	C:/Users/kanad/Downloads/mrperrydiedforthejews/Glens-Falls-City-School-District/GFSD%20Copy/www.gfsd.org/uploaded/themes/default_24/fonts/icomoond41d.eot	(from https://www.gfsd.org/uploaded/themes/default_24/main.css?1733838180)
18:35:24	10008/10008	---M--	200	added ('OK')	application/font-woff2	etag:%227039b1c652beda1:0%22	https://www.gfsd.org/uploaded/themes/default_24/fonts/icomoon.woff2	C:/Users/kanad/Downloads/mrperrydiedforthejews/Glens-Falls-City-School-District/GFSD%20Copy/www.gfsd.org/uploaded/themes/default_24/fonts/icomoon.woff2	(from https://www.gfsd.org/uploaded/themes/default_24/main.css?1733838180)
18:35:24	21284/21284	---MCZ	200	added ('OK')	font/x-woff	etag:W/%22e07681c652beda1:0%22	https://www.gfsd.org/uploaded/themes/default_24/fonts/icomoon.woff	C:/Users/kanad/Downloads/mrperrydiedforthejews/Glens-Falls-City-School-District/GFSD%20Copy/www.gfsd.org/uploaded/themes/default_24/fonts/icomoon.woff	(from https://www.gfsd.org/uploaded/themes/default_24/main.css?1733838180)
18:35:24	21208/21208	---M--	200	added ('OK')	application/octet-stream	etag:%22c04429c652beda1:0%22	https://www.gfsd.org/uploaded/themes/default_24/fonts/icomoon.ttf	C:/Users/kanad/Downloads/mrperrydiedforthejews/Glens-Falls-City-School-District/GFSD%20Copy/www.gfsd.org/uploaded/themes/default_24/fonts/icomoon.ttf	(from https://www.gfsd.org/uploaded/themes/default_24/main.css?1733838180)
18:35:24	69405/69405	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%223082f9c552beda1:0%22	https://www.gfsd.org/uploaded/themes/default_24/fonts/icomoon.svg	C:/Users/kanad/Downloads/mrperrydiedforthejews/Glens-Falls-City-School-District/GFSD%20Copy/www.gfsd.org/uploaded/themes/default_24/fonts/icomoon.svg	(from https://www.gfsd.org/uploaded/themes/default_24/main.css?1733838180)
18:35:25	5932/5932	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%2290182c752beda1:0%22	https://www.gfsd.org/uploaded/themes/default_24/fonts/new-bpa-font-icons.eot	C:/Users/kanad/Downloads/mrperrydiedforthejews/Glens-Falls-City-School-District/GFSD%20Copy/www.gfsd.org/uploaded/themes/default_24/fonts/new-bpa-font-icons.eot	(from https://www.gfsd.org/uploaded/themes/default_24/main.css?1733838180)
18:35:25	5932/5932	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%2290182c752beda1:0%22	https://www.gfsd.org/uploaded/themes/default_24/fonts/new-bpa-font-icons.eot?	C:/Users/kanad/Downloads/mrperrydiedforthejews/Glens-Falls-City-School-District/GFSD%20Copy/www.gfsd.org/uploaded/themes/default_24/fonts/new-bpa-font-iconsd41d.eot	(from https://www.gfsd.org/uploaded/themes/default_24/main.css?1733838180)
18:35:25	3056/3056	---M--	200	added ('OK')	application/font-woff2	etag:%22906fafc752beda1:0%22	https://www.gfsd.org/uploaded/themes/default_24/fonts/new-bpa-font-icons.woff2	C:/Users/kanad/Downloads/mrperrydiedforthejews/Glens-Falls-City-School-District/GFSD%20Copy/www.gfsd.org/uploaded/themes/default_24/fonts/new-bpa-font-icons.woff2	(from https://www.gfsd.org/uploaded/themes/default_24/main.css?1733838180)
18:35:25	5800/5800	---MCZ	200	added ('OK')	font/x-woff	etag:W/%22a08688c752beda1:0%22	https://www.gfsd.org/uploaded/themes/default_24/fonts/new-bpa-font-icons.woff	C:/Users/kanad/Downloads/mrperrydiedforthejews/Glens-Falls-City-School-District/GFSD%20Copy/www.gfsd.org/uploaded/themes/default_24/fonts/new-bpa-font-icons.woff	(from https://www.gfsd.org/uploaded/themes/default_24/main.css?1733838180)
18:35:26	5724/5724	---M--	200	added ('OK')	application/octet-stream	etag:%22b09d61c752beda1:0%22	https://www.gfsd.org/uploaded/themes/default_24/fonts/new-bpa-font-icons.ttf	C:/Users/kanad/Downloads/mrperrydiedforthejews/Glens-Falls-City-School-District/GFSD%20Copy/www.gfsd.org/uploaded/themes/default_24/fonts/new-bpa-font-icons.ttf	(from https://www.gfsd.org/uploaded/themes/default_24/main.css?1733838180)
18:35:26	20086/20086	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%2280a737c752beda1:0%22	https://www.gfsd.org/uploaded/themes/default_24/fonts/new-bpa-font-icons.svg	C:/Users/kanad/Downloads/mrperrydiedforthejews/Glens-Falls-City-School-District/GFSD%20Copy/www.gfsd.org/uploaded/themes/default_24/fonts/new-bpa-font-icons.svg	(from https://www.gfsd.org/uploaded/themes/default_24/main.css?1733838180)
18:35:26	144092/144092	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%22f0112c852beda1:0%22	https://www.gfsd.org/uploaded/themes/default_24/fonts/bpa-icon-library.eot	C:/Users/kanad/Downloads/mrperrydiedforthejews/Glens-Falls-City-School-District/GFSD%20Copy/www.gfsd.org/uploaded/themes/default_24/fonts/bpa-icon-library.eot	(from https://www.gfsd.org/uploaded/themes/default_24/main.css?1733838180)
18:35:26	144092/144092	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%22f0112c852beda1:0%22	https://www.gfsd.org/uploaded/themes/default_24/fonts/bpa-icon-library.eot?	C:/Users/kanad/Downloads/mrperrydiedforthejews/Glens-Falls-City-School-District/GFSD%20Copy/www.gfsd.org/uploaded/themes/default_24/fonts/bpa-icon-libraryd41d.eot	(from https://www.gfsd.org/uploaded/themes/default_24/main.css?1733838180)
18:35:26	65568/65568	---M--	200	added ('OK')	application/font-woff2	etag:%2208da2c952beda1:0%22	https://www.gfsd.org/uploaded/themes/default_24/fonts/bpa-icon-library.woff2	C:/Users/kanad/Downloads/mrperrydiedforthejews/Glens-Falls-City-School-District/GFSD%20Copy/www.gfsd.org/uploaded/themes/default_24/fonts/bpa-icon-library.woff2	(from https://www.gfsd.org/uploaded/themes/default_24/main.css?1733838180)
18:35:27	143968/143968	---MCZ	200	added ('OK')	font/x-woff	etag:W/%22405c5cc952beda1:0%22	https://www.gfsd.org/uploaded/themes/default_24/fonts/bpa-icon-library.woff	C:/Users/kanad/Downloads/mrperrydiedforthejews/Glens-Falls-City-School-District/GFSD%20Copy/www.gfsd.org/uploaded/themes/default_24/fonts/bpa-icon-library.woff	(from https://www.gfsd.org/uploaded/themes/default_24/main.css?1733838180)
18:35:27	143892/143892	---M--	200	added ('OK')	application/octet-stream	etag:%22b0e3f6c852beda1:0%22	https://www.gfsd.org/uploaded/themes/default_24/fonts/bpa-icon-library.ttf	C:/Users/kanad/Downloads/mrperrydiedforthejews/Glens-Falls-City-School-District/GFSD%20Copy/www.gfsd.org/uploaded/themes/default_24/fonts/bpa-icon-library.ttf	(from https://www.gfsd.org/uploaded/themes/default_24/main.css?1733838180)
18:35:27	579575/579575	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%22c06295c852beda1:0%22	https://www.gfsd.org/uploaded/themes/default_24/fonts/bpa-icon-library.svg	C:/Users/kanad/Downloads/mrperrydiedforthejews/Glens-Falls-City-School-District/GFSD%20Copy/www.gfsd.org/uploaded/themes/default_24/fonts/bpa-icon-library.svg	(from https://www.gfsd.org/uploaded/themes/default_24/main.css?1733838180)
18:35:27	570/570	---MC-	301	error ('Moved%20Permanently')	text/html	date:Thu,%2024%20Apr%202025%2022:35:43%20GMT	https://www.gfsd.org/fs/pages/2	C:/Users/kanad/Downloads/mrperrydiedforthejews/Glens-Falls-City-School-District/GFSD%20Copy/www.gfsd.org/fs/pages/2	(from https://www.gfsd.org/schools)
18:35:28	570/570	---MC-	301	error ('Moved%20Permanently')	text/html	date:Thu,%2024%20Apr%202025%2022:35:43%20GMT	https://www.gfsd.org/fs/pages/2	C:/Users/kanad/Downloads/mrperrydiedforthejews/Glens-Falls-City-School-District/GFSD%20Copy/www.gfsd.org/fs/pages/2	(from https://www.gfsd.org/schools)
18:35:28	570/570	---MC-	301	error ('Moved%20Permanently')	text/html	date:Thu,%2024%20Apr%202025%2022:35:43%20GMT	https://www.gfsd.org/fs/pages/2	C:/Users/kanad/Downloads/mrperrydiedforthejews/Glens-Falls-City-School-District/GFSD%20Copy/www.gfsd.org/fs/pages/2	(from https://www.gfsd.org/view-calendar)
18:35:28	570/570	---MC-	301	error ('Moved%20Permanently')	text/html	date:Thu,%2024%20Apr%202025%2022:35:44%20GMT	https://www.gfsd.org/fs/pages/2	C:/Users/kanad/Downloads/mrperrydiedforthejews/Glens-Falls-City-School-District/GFSD%20Copy/www.gfsd.org/fs/pages/2	(from https://www.gfsd.org/view-calendar)
18:35:29	656/656	---MC-	302	error ('Found')	text/html	date:Thu,%2024%20Apr%202025%2022:35:44%20GMT	https://www.gfsd.org/fs/resource-manager/view/75bd6486-2923-4bf7-82db-6207256a9691	C:/Users/kanad/Downloads/mrperrydiedforthejews/Glens-Falls-City-School-District/GFSD%20Copy/www.gfsd.org/fs/resource-manager/view/75bd6486-2923-4bf7-82db-6207256a9691	(from https://www.gfsd.org/view-calendar)
18:35:29	570/570	---MC-	301	error ('Moved%20Permanently')	text/html	date:Thu,%2024%20Apr%202025%2022:35:44%20GMT	https://www.gfsd.org/fs/pages/2	C:/Users/kanad/Downloads/mrperrydiedforthejews/Glens-Falls-City-School-District/GFSD%20Copy/www.gfsd.org/fs/pages/2	(from https://www.gfsd.org/students)
18:35:29	570/570	---MC-	301	error ('Moved%20Permanently')	text/html	date:Thu,%2024%20Apr%202025%2022:35:44%20GMT	https://www.gfsd.org/fs/pages/2	C:/Users/kanad/Downloads/mrperrydiedforthejews/Glens-Falls-City-School-District/GFSD%20Copy/www.gfsd.org/fs/pages/2	(from https://www.gfsd.org/students)
18:35:29	606/606	---MC-	301	error ('Moved%20Permanently')	text/html	date:Thu,%2024%20Apr%202025%2022:35:45%20GMT	https://www.gfsd.org/fs/pages/448	C:/Users/kanad/Downloads/mrperrydiedforthejews/Glens-Falls-City-School-District/GFSD%20Copy/www.gfsd.org/fs/pages/448	(from https://www.gfsd.org/students)
18:35:30	664/664	---MC-	301	error ('Moved%20Permanently')	text/html	date:Thu,%2024%20Apr%202025%2022:35:45%20GMT	https://www.gfsd.org/fs/pages/1281	C:/Users/kanad/Downloads/mrperrydiedforthejews/Glens-Falls-City-School-District/GFSD%20Copy/www.gfsd.org/fs/pages/1281	(from https://www.gfsd.org/students)
18:35:30	604/604	---MC-	301	error ('Moved%20Permanently')	text/html	date:Thu,%2024%20Apr%202025%2022:35:45%20GMT	https://www.gfsd.org/fs/pages/444	C:/Users/kanad/Downloads/mrperrydiedforthejews/Glens-Falls-City-School-District/GFSD%20Copy/www.gfsd.org/fs/pages/444	(from https://www.gfsd.org/students)
18:35:31	431413/431413	---M--	200	added ('OK')	image/jpeg	etag:%22426266baf3264d36d3cbd7180b0ec37c%22	https://resources.finalsite.net/images/f_auto,q_auto/v1733345699/gfsdorg/gs4oqn6a6ua0bzzh0zdh/AlmaMaterThumb.png	C:/Users/kanad/Downloads/mrperrydiedforthejews/Glens-Falls-City-School-District/GFSD%20Copy/resources.finalsite.net/images/f_auto,q_auto/v1733345699/gfsdorg/gs4oqn6a6ua0bzzh0zdh/AlmaMaterThumb.jpg	(from https://www.gfsd.org/students)
18:35:31	570/570	---MC-	301	error ('Moved%20Permanently')	text/html	date:Thu,%2024%20Apr%202025%2022:35:46%20GMT	https://www.gfsd.org/fs/pages/2	C:/Users/kanad/Downloads/mrperrydiedforthejews/Glens-Falls-City-School-District/GFSD%20Copy/www.gfsd.org/fs/pages/2	(from https://www.gfsd.org/staff)
18:35:31	570/570	---MC-	301	error ('Moved%20Permanently')	text/html	date:Thu,%2024%20Apr%202025%2022:35:46%20GMT	https://www.gfsd.org/fs/pages/2	C:/Users/kanad/Downloads/mrperrydiedforthejews/Glens-Falls-City-School-District/GFSD%20Copy/www.gfsd.org/fs/pages/2	(from https://www.gfsd.org/staff)
18:35:31	603/603	---MC-	301	error ('Moved%20Permanently')	text/html	date:Thu,%2024%20Apr%202025%2022:35:46%20GMT	https://www.gfsd.org/fs/pages/1284	C:/Users/kanad/Downloads/mrperrydiedforthejews/Glens-Falls-City-School-District/GFSD%20Copy/www.gfsd.org/fs/pages/1284	(from https://www.gfsd.org/staff)
18:35:33	47733/47733	---MCZ	200	added ('OK')	text/html	date:Thu,%2024%20Apr%202025%2022:35:48%20GMT	https://www.gfsd.org/staff/workplace-sexual-harassment	C:/Users/kanad/Downloads/mrperrydiedforthejews/Glens-Falls-City-School-District/GFSD%20Copy/www.gfsd.org/staff/workplace-sexual-harassment.html	(from https://www.gfsd.org/staff)
18:35:33	570/570	---MC-	301	error ('Moved%20Permanently')	text/html	date:Thu,%2024%20Apr%202025%2022:35:48%20GMT	https://www.gfsd.org/fs/pages/2	C:/Users/kanad/Downloads/mrperrydiedforthejews/Glens-Falls-City-School-District/GFSD%20Copy/www.gfsd.org/fs/pages/2	(from https://www.gfsd.org/families)
18:35:33	570/570	---MC-	301	error ('Moved%20Permanently')	text/html	date:Thu,%2024%20Apr%202025%2022:35:48%20GMT	https://www.gfsd.org/fs/pages/2	C:/Users/kanad/Downloads/mrperrydiedforthejews/Glens-Falls-City-School-District/GFSD%20Copy/www.gfsd.org/fs/pages/2	(from https://www.gfsd.org/families)
18:35:33	604/604	---MC-	301	error ('Moved%20Permanently')	text/html	date:Thu,%2024%20Apr%202025%2022:35:48%20GMT	https://www.gfsd.org/fs/pages/444	C:/Users/kanad/Downloads/mrperrydiedforthejews/Glens-Falls-City-School-District/GFSD%20Copy/www.gfsd.org/fs/pages/444	(from https://www.gfsd.org/families)
18:35:33	606/606	---MC-	301	error ('Moved%20Permanently')	text/html	date:Thu,%2024%20Apr%202025%2022:35:49%20GMT	https://www.gfsd.org/fs/pages/448	C:/Users/kanad/Downloads/mrperrydiedforthejews/Glens-Falls-City-School-District/GFSD%20Copy/www.gfsd.org/fs/pages/448	(from https://www.gfsd.org/families)
18:35:34	621/621	---MC-	301	error ('Moved%20Permanently')	text/html	date:Thu,%2024%20Apr%202025%2022:35:49%20GMT	https://www.gfsd.org/fs/pages/1259	C:/Users/kanad/Downloads/mrperrydiedforthejews/Glens-Falls-City-School-District/GFSD%20Copy/www.gfsd.org/fs/pages/1259	(from https://www.gfsd.org/families)
18:35:34	610/610	---MC-	301	error ('Moved%20Permanently')	text/html	date:Thu,%2024%20Apr%202025%2022:35:49%20GMT	https://www.gfsd.org/fs/pages/443	C:/Users/kanad/Downloads/mrperrydiedforthejews/Glens-Falls-City-School-District/GFSD%20Copy/www.gfsd.org/fs/pages/443	(from https://www.gfsd.org/families)
18:35:34	664/664	---MC-	301	error ('Moved%20Permanently')	text/html	date:Thu,%2024%20Apr%202025%2022:35:49%20GMT	https://www.gfsd.org/fs/pages/1281	C:/Users/kanad/Downloads/mrperrydiedforthejews/Glens-Falls-City-School-District/GFSD%20Copy/www.gfsd.org/fs/pages/1281	(from https://www.gfsd.org/families)
18:35:35	570/570	---MC-	301	error ('Moved%20Permanently')	text/html	date:Thu,%2024%20Apr%202025%2022:35:50%20GMT	https://www.gfsd.org/fs/pages/2	C:/Users/kanad/Downloads/mrperrydiedforthejews/Glens-Falls-City-School-District/GFSD%20Copy/www.gfsd.org/fs/pages/2	(from https://www.gfsd.org/about-us)
18:35:35	570/570	---MC-	301	error ('Moved%20Permanently')	text/html	date:Thu,%2024%20Apr%202025%2022:35:50%20GMT	https://www.gfsd.org/fs/pages/2	C:/Users/kanad/Downloads/mrperrydiedforthejews/Glens-Falls-City-School-District/GFSD%20Copy/www.gfsd.org/fs/pages/2	(from https://www.gfsd.org/about-us)
18:35:35	570/570	---MC-	301	error ('Moved%20Permanently')	text/html	date:Thu,%2024%20Apr%202025%2022:35:50%20GMT	https://www.gfsd.org/fs/pages/2	C:/Users/kanad/Downloads/mrperrydiedforthejews/Glens-Falls-City-School-District/GFSD%20Copy/www.gfsd.org/fs/pages/2	(from https://www.gfsd.org/about-us/gf-nationdistrict-profile)
18:35:35	570/570	---MC-	301	error ('Moved%20Permanently')	text/html	date:Thu,%2024%20Apr%202025%2022:35:51%20GMT	https://www.gfsd.org/fs/pages/2	C:/Users/kanad/Downloads/mrperrydiedforthejews/Glens-Falls-City-School-District/GFSD%20Copy/www.gfsd.org/fs/pages/2	(from https://www.gfsd.org/about-us/gf-nationdistrict-profile)
18:35:36	570/570	---MC-	301	error ('Moved%20Permanently')	text/html	date:Thu,%2024%20Apr%202025%2022:35:51%20GMT	https://www.gfsd.org/fs/pages/2	C:/Users/kanad/Downloads/mrperrydiedforthejews/Glens-Falls-City-School-District/GFSD%20Copy/www.gfsd.org/fs/pages/2	(from https://www.gfsd.org/about-us/superintendent)
18:35:36	570/570	---MC-	301	error ('Moved%20Permanently')	text/html	date:Thu,%2024%20Apr%202025%2022:35:51%20GMT	https://www.gfsd.org/fs/pages/2	C:/Users/kanad/Downloads/mrperrydiedforthejews/Glens-Falls-City-School-District/GFSD%20Copy/www.gfsd.org/fs/pages/2	(from https://www.gfsd.org/about-us/superintendent)
18:35:36	658/658	---MC-	302	error ('Found')	text/html	date:Thu,%2024%20Apr%202025%2022:35:51%20GMT	https://www.gfsd.org/fs/resource-manager/view/9623c7fc-7bda-4ef2-ba4b-e26d5653a07b	C:/Users/kanad/Downloads/mrperrydiedforthejews/Glens-Falls-City-School-District/GFSD%20Copy/www.gfsd.org/fs/resource-manager/view/9623c7fc-7bda-4ef2-ba4b-e26d5653a07b	(from https://www.gfsd.org/about-us/superintendent)
18:35:37	570/570	---MC-	301	error ('Moved%20Permanently')	text/html	date:Thu,%2024%20Apr%202025%2022:35:52%20GMT	https://www.gfsd.org/fs/pages/2	C:/Users/kanad/Downloads/mrperrydiedforthejews/Glens-Falls-City-School-District/GFSD%20Copy/www.gfsd.org/fs/pages/2	(from https://www.gfsd.org/about-us/facilities)
18:35:37	570/570	---MC-	301	error ('Moved%20Permanently')	text/html	date:Thu,%2024%20Apr%202025%2022:35:52%20GMT	https://www.gfsd.org/fs/pages/2	C:/Users/kanad/Downloads/mrperrydiedforthejews/Glens-Falls-City-School-District/GFSD%20Copy/www.gfsd.org/fs/pages/2	(from https://www.gfsd.org/about-us/facilities)
18:35:37	570/570	---MC-	301	error ('Moved%20Permanently')	text/html	date:Thu,%2024%20Apr%202025%2022:35:52%20GMT	https://www.gfsd.org/fs/pages/2	C:/Users/kanad/Downloads/mrperrydiedforthejews/Glens-Falls-City-School-District/GFSD%20Copy/www.gfsd.org/fs/pages/2	(from https://www.gfsd.org/about-us/facilities/building-use-form)
18:35:37	570/570	---MC-	301	error ('Moved%20Permanently')	text/html	date:Thu,%2024%20Apr%202025%2022:35:53%20GMT	https://www.gfsd.org/fs/pages/2	C:/Users/kanad/Downloads/mrperrydiedforthejews/Glens-Falls-City-School-District/GFSD%20Copy/www.gfsd.org/fs/pages/2	(from https://www.gfsd.org/about-us/facilities/building-use-form)
18:35:38	58077/58077	---M--	200	added ('OK')	image/png	etag:%22805d3d81e1fcd31:0%22	https://www.edgemont.org/uploaded/Images/MLS_Register_Wide.png	C:/Users/kanad/Downloads/mrperrydiedforthejews/Glens-Falls-City-School-District/GFSD%20Copy/www.edgemont.org/uploaded/Images/MLS_Register_Wide.png	(from https://www.gfsd.org/about-us/facilities/building-use-form)
18:35:38	51474/51474	---M--	200	added ('OK')	image/png	etag:%22805d3d81e1fcd31:0%22	https://www.edgemont.org/uploaded/Images/MLS_Login_Wide.png	C:/Users/kanad/Downloads/mrperrydiedforthejews/Glens-Falls-City-School-District/GFSD%20Copy/www.edgemont.org/uploaded/Images/MLS_Login_Wide.png	(from https://www.gfsd.org/about-us/facilities/building-use-form)
18:35:39	570/570	---MC-	301	error ('Moved%20Permanently')	text/html	date:Thu,%2024%20Apr%202025%2022:35:54%20GMT	https://www.gfsd.org/fs/pages/2	C:/Users/kanad/Downloads/mrperrydiedforthejews/Glens-Falls-City-School-District/GFSD%20Copy/www.gfsd.org/fs/pages/2	(from https://www.gfsd.org/about-us/directions)
18:35:39	570/570	---MC-	301	error ('Moved%20Permanently')	text/html	date:Thu,%2024%20Apr%202025%2022:35:54%20GMT	https://www.gfsd.org/fs/pages/2	C:/Users/kanad/Downloads/mrperrydiedforthejews/Glens-Falls-City-School-District/GFSD%20Copy/www.gfsd.org/fs/pages/2	(from https://www.gfsd.org/about-us/directions)
18:35:39	570/570	---MC-	301	error ('Moved%20Permanently')	text/html	date:Thu,%2024%20Apr%202025%2022:35:54%20GMT	https://www.gfsd.org/fs/pages/2	C:/Users/kanad/Downloads/mrperrydiedforthejews/Glens-Falls-City-School-District/GFSD%20Copy/www.gfsd.org/fs/pages/2	(from https://www.gfsd.org/view-news)
18:35:40	570/570	---MC-	301	error ('Moved%20Permanently')	text/html	date:Thu,%2024%20Apr%202025%2022:35:55%20GMT	https://www.gfsd.org/fs/pages/2	C:/Users/kanad/Downloads/mrperrydiedforthejews/Glens-Falls-City-School-District/GFSD%20Copy/www.gfsd.org/fs/pages/2	(from https://www.gfsd.org/view-news)
18:35:41	28822/28822	---MCZ	200	added ('OK')	text/html	date:Thu,%2024%20Apr%202025%2022:35:56%20GMT	https://www.gfsd.org/p/~board/district-news/post/board-of-education-candidate-petitions-available	C:/Users/kanad/Downloads/mrperrydiedforthejews/Glens-Falls-City-School-District/GFSD%20Copy/www.gfsd.org/p/_board/district-news/post/board-of-education-candidate-petitions-available.html	(from https://www.gfsd.org/view-news)
18:35:43	27404/27404	---MCZ	200	added ('OK')	text/html	date:Thu,%2024%20Apr%202025%2022:35:58%20GMT	https://www.gfsd.org/p/~board/district-news/post/public-hearing-on-the-proposed-school-budget-may-12th	C:/Users/kanad/Downloads/mrperrydiedforthejews/Glens-Falls-City-School-District/GFSD%20Copy/www.gfsd.org/p/_board/district-news/post/public-hearing-on-the-proposed-school-budget-may-12th.html	(from https://www.gfsd.org/view-news)
18:35:44	28588/28588	---MCZ	200	added ('OK')	text/html	date:Thu,%2024%20Apr%202025%2022:35:59%20GMT	https://www.gfsd.org/p/~board/district-news/post/top-ten-celebrated-at-family-breakfast	C:/Users/kanad/Downloads/mrperrydiedforthejews/Glens-Falls-City-School-District/GFSD%20Copy/www.gfsd.org/p/_board/district-news/post/top-ten-celebrated-at-family-breakfast.html	(from https://www.gfsd.org/view-news)
18:35:45	31809/31809	---MCZ	200	added ('OK')	text/html	date:Thu,%2024%20Apr%202025%2022:36:00%20GMT	https://www.gfsd.org/p/~board/district-news/post/glens-falls-culinary-students-earn-top-honors-at-skillsusa-regional-competition	C:/Users/kanad/Downloads/mrperrydiedforthejews/Glens-Falls-City-School-District/GFSD%20Copy/www.gfsd.org/p/_board/district-news/post/glens-falls-culinary-students-earn-top-honors-at-skillsusa-regional-competition.html	(from https://www.gfsd.org/view-news)
18:35:47	54178/54178	---MCZ	200	added ('OK')	text/html	date:Thu,%2024%20Apr%202025%2022:36:02%20GMT	https://www.gfsd.org/p/~board/district-news/post/gfhs-artists-selected-for-the-hyde-collections-high-school-juried-show	C:/Users/kanad/Downloads/mrperrydiedforthejews/Glens-Falls-City-School-District/GFSD%20Copy/www.gfsd.org/p/_board/district-news/post/gfhs-artists-selected-for-the-hyde-collections-high-school-juried-show.html	(from https://www.gfsd.org/view-news)
